Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_008728515.1		Primary Assembly	Un			VSMJ01005493.1	Chromosome		NW_022165906.1	unplaced-scaffold	1543		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005494.1	Chromosome		NW_022165907.1	unplaced-scaffold	1542		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005495.1	Chromosome		NW_022165908.1	unplaced-scaffold	1542		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005496.1	Chromosome		NW_022165909.1	unplaced-scaffold	1542		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005497.1	Chromosome		NW_022165911.1	unplaced-scaffold	1542		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005498.1	Chromosome		NW_022165912.1	unplaced-scaffold	1541		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005499.1	Chromosome		NW_022165913.1	unplaced-scaffold	1541		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005500.1	Chromosome		NW_022165914.1	unplaced-scaffold	1541		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005501.1	Chromosome		NW_022165915.1	unplaced-scaffold	1541		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005502.1	Chromosome		NW_022165916.1	unplaced-scaffold	1540		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005503.1	Chromosome		NW_022165917.1	unplaced-scaffold	1540		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005504.1	Chromosome		NW_022165918.1	unplaced-scaffold	1540		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005505.1	Chromosome		NW_022165921.1	unplaced-scaffold	1539		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005506.1	Chromosome		NW_022165922.1	unplaced-scaffold	1539		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005507.1	Chromosome		NW_022165923.1	unplaced-scaffold	1539		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005508.1	Chromosome		NW_022165924.1	unplaced-scaffold	1538		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005509.1	Chromosome		NW_022165925.1	unplaced-scaffold	1538		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005510.1	Chromosome		NW_022165926.1	unplaced-scaffold	1538		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005511.1	Chromosome		NW_022165927.1	unplaced-scaffold	1537		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005512.1	Chromosome		NW_022165928.1	unplaced-scaffold	1537		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005513.1	Chromosome		NW_022165930.1	unplaced-scaffold	1537		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005514.1	Chromosome		NW_022165931.1	unplaced-scaffold	1536		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005515.1	Chromosome		NW_022165932.1	unplaced-scaffold	1536		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005516.1	Chromosome		NW_022165933.1	unplaced-scaffold	1536		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005517.1	Chromosome		NW_022165934.1	unplaced-scaffold	1536		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005518.1	Chromosome		NW_022165935.1	unplaced-scaffold	1536		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005519.1	Chromosome		NW_022165936.1	unplaced-scaffold	1535		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005520.1	Chromosome		NW_022165937.1	unplaced-scaffold	1534		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005521.1	Chromosome		NW_022165938.1	unplaced-scaffold	1534		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005522.1	Chromosome		NW_022165939.1	unplaced-scaffold	1534		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005523.1	Chromosome		NW_022165941.1	unplaced-scaffold	1533		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005524.1	Chromosome		NW_022165942.1	unplaced-scaffold	1533		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005525.1	Chromosome		NW_022165943.1	unplaced-scaffold	1533		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005526.1	Chromosome		NW_022165944.1	unplaced-scaffold	1533		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005527.1	Chromosome		NW_022165945.1	unplaced-scaffold	1532		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005528.1	Chromosome		NW_022165946.1	unplaced-scaffold	1532		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005529.1	Chromosome		NW_022165947.1	unplaced-scaffold	1532		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005530.1	Chromosome		NW_022165948.1	unplaced-scaffold	1532		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005531.1	Chromosome		NW_022165949.1	unplaced-scaffold	1532		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005532.1	Chromosome		NW_022165951.1	unplaced-scaffold	1532		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005533.1	Chromosome		NW_022165952.1	unplaced-scaffold	1531		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005534.1	Chromosome		NW_022165953.1	unplaced-scaffold	1531		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005535.1	Chromosome		NW_022165954.1	unplaced-scaffold	1531		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005536.1	Chromosome		NW_022165955.1	unplaced-scaffold	1531		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005537.1	Chromosome		NW_022165956.1	unplaced-scaffold	1531		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005538.1	Chromosome		NW_022165957.1	unplaced-scaffold	1530		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005539.1	Chromosome		NW_022165958.1	unplaced-scaffold	1530		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005540.1	Chromosome		NW_022165960.1	unplaced-scaffold	1530		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005541.1	Chromosome		NW_022165961.1	unplaced-scaffold	1529		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005542.1	Chromosome		NW_022165962.1	unplaced-scaffold	1529		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005543.1	Chromosome		NW_022165963.1	unplaced-scaffold	1529		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005544.1	Chromosome		NW_022165964.1	unplaced-scaffold	1528		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005545.1	Chromosome		NW_022165965.1	unplaced-scaffold	1528		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005546.1	Chromosome		NW_022165966.1	unplaced-scaffold	1528		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005547.1	Chromosome		NW_022165967.1	unplaced-scaffold	1528		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005548.1	Chromosome		NW_022165968.1	unplaced-scaffold	1528		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005549.1	Chromosome		NW_022165970.1	unplaced-scaffold	1527		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005550.1	Chromosome		NW_022165971.1	unplaced-scaffold	1526		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005551.1	Chromosome		NW_022165972.1	unplaced-scaffold	1526		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005552.1	Chromosome		NW_022165973.1	unplaced-scaffold	1526		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005553.1	Chromosome		NW_022165974.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005554.1	Chromosome		NW_022165975.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005555.1	Chromosome		NW_022165976.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005556.1	Chromosome		NW_022165977.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005557.1	Chromosome		NW_022165978.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005558.1	Chromosome		NW_022165979.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005559.1	Chromosome		NW_022165981.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005560.1	Chromosome		NW_022165982.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005561.1	Chromosome		NW_022165983.1	unplaced-scaffold	1525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005562.1	Chromosome		NW_022165984.1	unplaced-scaffold	1524		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005563.1	Chromosome		NW_022165985.1	unplaced-scaffold	1524		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005564.1	Chromosome		NW_022165986.1	unplaced-scaffold	1523		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005565.1	Chromosome		NW_022165987.1	unplaced-scaffold	1522		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005566.1	Chromosome		NW_022165988.1	unplaced-scaffold	1522		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005567.1	Chromosome		NW_022165989.1	unplaced-scaffold	1522		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005568.1	Chromosome		NW_022165990.1	unplaced-scaffold	1522		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005569.1	Chromosome		NW_022165992.1	unplaced-scaffold	1521		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005570.1	Chromosome		NW_022165993.1	unplaced-scaffold	1521		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005571.1	Chromosome		NW_022165994.1	unplaced-scaffold	1521		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005572.1	Chromosome		NW_022165995.1	unplaced-scaffold	1521		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005573.1	Chromosome		NW_022165996.1	unplaced-scaffold	1521		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005574.1	Chromosome		NW_022165997.1	unplaced-scaffold	1520		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005575.1	Chromosome		NW_022165998.1	unplaced-scaffold	1520		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005576.1	Chromosome		NW_022165999.1	unplaced-scaffold	1520		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005577.1	Chromosome		NW_022166000.1	unplaced-scaffold	1520		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005578.1	Chromosome		NW_022166002.1	unplaced-scaffold	1520		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005579.1	Chromosome		NW_022166003.1	unplaced-scaffold	1520		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005580.1	Chromosome		NW_022166004.1	unplaced-scaffold	1519		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005581.1	Chromosome		NW_022166005.1	unplaced-scaffold	1519		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005582.1	Chromosome		NW_022166006.1	unplaced-scaffold	1519		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005583.1	Chromosome		NW_022166007.1	unplaced-scaffold	1519		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005584.1	Chromosome		NW_022166008.1	unplaced-scaffold	1519		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005585.1	Chromosome		NW_022166009.1	unplaced-scaffold	1518		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005586.1	Chromosome		NW_022166010.1	unplaced-scaffold	1518		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005587.1	Chromosome		NW_022166012.1	unplaced-scaffold	1517		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005588.1	Chromosome		NW_022166013.1	unplaced-scaffold	1517		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005589.1	Chromosome		NW_022166014.1	unplaced-scaffold	1517		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005590.1	Chromosome		NW_022166015.1	unplaced-scaffold	1517		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005591.1	Chromosome		NW_022166016.1	unplaced-scaffold	1517		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005592.1	Chromosome		NW_022166017.1	unplaced-scaffold	1516		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005593.1	Chromosome		NW_022166018.1	unplaced-scaffold	1516		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005594.1	Chromosome		NW_022166021.1	unplaced-scaffold	1516		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005595.1	Chromosome		NW_022166022.1	unplaced-scaffold	1516		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005596.1	Chromosome		NW_022166023.1	unplaced-scaffold	1516		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005597.1	Chromosome		NW_022166024.1	unplaced-scaffold	1515		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005598.1	Chromosome		NW_022166025.1	unplaced-scaffold	1515		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005599.1	Chromosome		NW_022166026.1	unplaced-scaffold	1515		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005600.1	Chromosome		NW_022166027.1	unplaced-scaffold	1514		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005601.1	Chromosome		NW_022166028.1	unplaced-scaffold	1514		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005602.1	Chromosome		NW_022166029.1	unplaced-scaffold	1514		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005603.1	Chromosome		NW_022166031.1	unplaced-scaffold	1513		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005604.1	Chromosome		NW_022166032.1	unplaced-scaffold	1512		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005605.1	Chromosome		NW_022166033.1	unplaced-scaffold	1512		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005606.1	Chromosome		NW_022166034.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005607.1	Chromosome		NW_022166035.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005608.1	Chromosome		NW_022166036.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005609.1	Chromosome		NW_022166037.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005610.1	Chromosome		NW_022166038.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005611.1	Chromosome		NW_022166040.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005612.1	Chromosome		NW_022166041.1	unplaced-scaffold	1511		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005613.1	Chromosome		NW_022166042.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005614.1	Chromosome		NW_022166043.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005615.1	Chromosome		NW_022166044.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005616.1	Chromosome		NW_022166045.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005617.1	Chromosome		NW_022166046.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005618.1	Chromosome		NW_022166047.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005619.1	Chromosome		NW_022166048.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005620.1	Chromosome		NW_022166050.1	unplaced-scaffold	1510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005621.1	Chromosome		NW_022166051.1	unplaced-scaffold	1509		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005622.1	Chromosome		NW_022166052.1	unplaced-scaffold	1509		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005623.1	Chromosome		NW_022166053.1	unplaced-scaffold	1509		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005624.1	Chromosome		NW_022166054.1	unplaced-scaffold	1508		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005625.1	Chromosome		NW_022166055.1	unplaced-scaffold	1508		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005626.1	Chromosome		NW_022166056.1	unplaced-scaffold	1508		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005627.1	Chromosome		NW_022166057.1	unplaced-scaffold	1508		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005628.1	Chromosome		NW_022166059.1	unplaced-scaffold	1508		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005629.1	Chromosome		NW_022166060.1	unplaced-scaffold	1507		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005630.1	Chromosome		NW_022166061.1	unplaced-scaffold	1507		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005631.1	Chromosome		NW_022166062.1	unplaced-scaffold	1506		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005632.1	Chromosome		NW_022166063.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005633.1	Chromosome		NW_022166064.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005634.1	Chromosome		NW_022166065.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005635.1	Chromosome		NW_022166066.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005636.1	Chromosome		NW_022166067.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005637.1	Chromosome		NW_022166068.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005638.1	Chromosome		NW_022166070.1	unplaced-scaffold	1505		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005639.1	Chromosome		NW_022166071.1	unplaced-scaffold	1503		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005640.1	Chromosome		NW_022166072.1	unplaced-scaffold	1503		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005641.1	Chromosome		NW_022166073.1	unplaced-scaffold	1503		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005642.1	Chromosome		NW_022166074.1	unplaced-scaffold	1503		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005643.1	Chromosome		NW_022166075.1	unplaced-scaffold	1503		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005644.1	Chromosome		NW_022166076.1	unplaced-scaffold	1502		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005645.1	Chromosome		NW_022166077.1	unplaced-scaffold	1502		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005646.1	Chromosome		NW_022166078.1	unplaced-scaffold	1502		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005647.1	Chromosome		NW_022166079.1	unplaced-scaffold	1502		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005648.1	Chromosome		NW_022166080.1	unplaced-scaffold	1502		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005649.1	Chromosome		NW_022166081.1	unplaced-scaffold	1501		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005650.1	Chromosome		NW_022166082.1	unplaced-scaffold	1501		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005651.1	Chromosome		NW_022166083.1	unplaced-scaffold	1501		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005652.1	Chromosome		NW_022166084.1	unplaced-scaffold	1501		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005653.1	Chromosome		NW_022166085.1	unplaced-scaffold	1501		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005654.1	Chromosome		NW_022166086.1	unplaced-scaffold	1500		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005655.1	Chromosome		NW_022166087.1	unplaced-scaffold	1500		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005656.1	Chromosome		NW_022166088.1	unplaced-scaffold	1500		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005657.1	Chromosome		NW_022166090.1	unplaced-scaffold	1499		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005658.1	Chromosome		NW_022166091.1	unplaced-scaffold	1499		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005659.1	Chromosome		NW_022166092.1	unplaced-scaffold	1499		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005660.1	Chromosome		NW_022166093.1	unplaced-scaffold	1498		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005661.1	Chromosome		NW_022166094.1	unplaced-scaffold	1498		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005662.1	Chromosome		NW_022166095.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005663.1	Chromosome		NW_022166096.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005664.1	Chromosome		NW_022166097.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005665.1	Chromosome		NW_022166098.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005666.1	Chromosome		NW_022166100.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005667.1	Chromosome		NW_022166101.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005668.1	Chromosome		NW_022166102.1	unplaced-scaffold	1497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005669.1	Chromosome		NW_022166103.1	unplaced-scaffold	1496		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005670.1	Chromosome		NW_022166104.1	unplaced-scaffold	1496		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005671.1	Chromosome		NW_022166105.1	unplaced-scaffold	1496		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005672.1	Chromosome		NW_022166106.1	unplaced-scaffold	1496		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005673.1	Chromosome		NW_022166107.1	unplaced-scaffold	1495		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005674.1	Chromosome		NW_022166108.1	unplaced-scaffold	1495		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005675.1	Chromosome		NW_022166109.1	unplaced-scaffold	1495		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005676.1	Chromosome		NW_022166111.1	unplaced-scaffold	1495		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005677.1	Chromosome		NW_022166112.1	unplaced-scaffold	1494		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005678.1	Chromosome		NW_022166113.1	unplaced-scaffold	1494		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005679.1	Chromosome		NW_022166114.1	unplaced-scaffold	1494		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005680.1	Chromosome		NW_022166115.1	unplaced-scaffold	1494		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005681.1	Chromosome		NW_022166116.1	unplaced-scaffold	1494		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005682.1	Chromosome		NW_022166117.1	unplaced-scaffold	1494		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005683.1	Chromosome		NW_022166118.1	unplaced-scaffold	1493		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005684.1	Chromosome		NW_022166119.1	unplaced-scaffold	1493		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005685.1	Chromosome		NW_022166120.1	unplaced-scaffold	1493		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005686.1	Chromosome		NW_022166123.1	unplaced-scaffold	1493		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005687.1	Chromosome		NW_022166124.1	unplaced-scaffold	1493		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005688.1	Chromosome		NW_022166125.1	unplaced-scaffold	1492		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005689.1	Chromosome		NW_022166126.1	unplaced-scaffold	1492		
GCF_008728515.1		Primary Assembly	Un			VSMJ01005690.1	Chromosome		NW_022166127.1	unplaced-scaffold	1492		
